Sex,Age,Population
Male,53,880
Male,53,468
Male,53,438
Male,53,553
Male,53,1141
Male,53,432
Male,54,32050
Male,54,423
Male,54,3389
Male,54,1291
Male,54,1882
Male,54,1649
Male,54,1580
Male,54,659
Male,54,600
Male,54,315
Male,54,911
Male,54,1447
Male,54,579
Male,54,605
Male,54,1058
Male,54,973
Male,54,850
Male,54,1305
Male,54,2325
Male,54,1052
Male,54,1307
Male,54,1124
Male,54,806
Male,54,418
Male,54,1321
Male,54,244
Male,54,919
Male,54,445
Male,54,487
Male,54,538
Male,54,1144
Male,54,404
Male,55,31353
Male,55,412
Male,55,3075
Male,55,1334
Male,55,1805
Male,55,1622
Male,55,1513
Male,55,698
Male,55,605
Male,55,275
Male,55,854
Male,55,1355
Male,55,494
Male,55,591
Male,55,1081
Male,55,961
Male,55,867
Male,55,1278
Male,55,2455
Male,55,1007
Male,55,1298
Male,55,1109
Male,55,872
Male,55,408
Male,55,1306
Male,55,242
Male,55,903
Male,55,491
Male,55,451
Male,55,542
Male,55,1075
Male,55,374
Male,56,30684
Male,56,377
Male,56,3168
Male,56,1249
Male,56,1695
Male,56,1483
Male,56,1504
Male,56,679
Male,56,554
Male,56,283
Male,56,877
Male,56,1352
Male,56,535
Male,56,542
Male,56,1013
Male,56,985
Male,56,828
Male,56,1286
Male,56,2364
Male,56,1042
Male,56,1227
Male,56,1130
Male,56,828
Male,56,438
Male,56,1238
Male,56,224
Male,56,888
Male,56,461
Male,56,415
Male,56,550
Male,56,1062
Male,56,407
Male,57,30891
Male,57,355
Male,57,3166
Male,57,1295
Male,57,1672
Male,57,1491
Male,57,1464
Male,57,666
Male,57,522
Male,57,307
Male,57,845
Male,57,1425
Male,57,532
Male,57,585
Male,57,1080
Male,57,1038
Male,57,824
Male,57,1282
Male,57,2338
Male,57,1027
Male,57,1253
Male,57,1157
Male,57,820
Male,57,419
Male,57,1262
Male,57,245
Male,57,946
Male,57,455
Male,57,420
Male,57,515
Male,57,1095
Male,57,390
Male,58,29775
Male,58,356
Male,58,3113
Male,58,1278
Male,58,1600
Male,58,1445
Male,58,1349
Male,58,626
Male,58,529
Male,58,277
Male,58,834
Male,58,1198
Male,58,544
Male,58,567
Male,58,1042
Male,58,905
Male,58,841
Male,58,1317
Male,58,2230
Male,58,1040
Male,58,1203
Male,58,1081
Male,58,809
Male,58,356
Male,58,1201
Male,58,230
Male,58,917
Male,58,498
Male,58,464
Male,58,468
Male,58,1078
Male,58,379
Male,59,29196
Male,59,383
Male,59,3040
Male,59,1285
Male,59,1593
Male,59,1470
Male,59,1261
Male,59,638
Male,59,501
Male,59,263
Male,59,774
Male,59,1207
Male,59,489
Male,59,593
Male,59,985
Male,59,952
Male,59,797
Male,59,1285
Male,59,2166
Male,59,1031
Male,59,1176
Male,59,1124
Male,59,837
Male,59,351
Male,59,1133
Male,59,212
Male,59,905
Male,59,444
Male,59,451
Male,59,515
Male,59,962
Male,59,373
Male,60,28455
Male,60,356
Male,60,2961
Male,60,1254
Male,60,1502
Male,60,1435
Male,60,1276
Male,60,594
Male,60,506
Male,60,269
Male,60,772
Male,60,1111
Male,60,463
Male,60,565
Male,60,1015
Male,60,985
Male,60,783
Male,60,1277
Male,60,2108
Male,60,1001
Male,60,1184
Male,60,998
Male,60,769
Male,60,376
Male,60,1161
Male,60,213
Male,60,845
Male,60,432
Male,60,429
Male,60,478
Male,60,963
Male,60,374
Male,61,27849
Male,61,334
Male,61,2829
Male,61,1190
Male,61,1427
Male,61,1438
Male,61,1237
Male,61,599
Male,61,496
Male,61,263
Male,61,754
Male,61,1128
Male,61,542
Male,61,517
Male,61,979
Male,61,861
Male,61,756
Male,61,1156
Male,61,2084
Male,61,973
Male,61,1152
Male,61,1097
Male,61,730
Male,61,360
Male,61,1142
Male,61,222
Male,61,876
Male,61,473
Male,61,441
Male,61,464
Male,61,945
Male,61,384
Male,62,27116
Male,62,333
Male,62,2781
Male,62,1188
Male,62,1399
Male,62,1310
Male,62,1126
Male,62,645
Male,62,478
Male,62,266
Male,62,707
Male,62,1025
Male,62,485
Male,62,534
Male,62,962
Male,62,836
Male,62,754
Male,62,1120
Male,62,2048
Male,62,1036
Male,62,1115
Male,62,958
Male,62,760
Male,62,333
Male,62,1122
Male,62,225
Male,62,902
Male,62,409
Male,62,436
Male,62,473
Male,62,944
Male,62,406
Male,63,25884
Male,63,326
Male,63,2626
Male,63,1109
Male,63,1302
Male,63,1309
Male,63,1115
Male,63,574
Male,63,482
Male,63,226
Male,63,659
Male,63,979
Male,63,432
Male,63,498
Male,63,929
Male,63,825
Male,63,782
Male,63,1092
Male,63,1885
Male,63,983
Male,63,1149
Male,63,939
Male,63,699
Male,63,328
Male,63,1031
Male,63,228
Male,63,890
Male,63,436
Male,63,403
Male,63,420
Male,63,926
Male,63,302
Male,64,25127
Male,64,287
Male,64,2456
Male,64,1092
Male,64,1241
Male,64,1277
Male,64,1031
Male,64,593
Male,64,450
Male,64,216
Male,64,650
Male,64,933
Male,64,406
Male,64,483
Male,64,870
Male,64,760
Male,64,712
Male,64,1069
Male,64,1862
Male,64,943
Male,64,1132
Male,64,997
Male,64,643
Male,64,321
Male,64,1096
Male,64,206
Male,64,874
Male,64,430
Male,64,401
Male,64,430
Male,64,903
Male,64,363
Male,65,24900
Male,65,322
Male,65,2456
Male,65,1033
Male,65,1247
Male,65,1197
Male,65,1073
Male,65,511
Male,65,458
Male,65,214
Male,65,627
Male,65,893
Male,65,470
Male,65,502
Male,65,904
Male,65,728
Male,65,691
Male,65,1061
Male,65,1837
Male,65,975
Male,65,1051
Male,65,960
Male,65,690
Male,65,303
Male,65,1055
Male,65,216
Male,65,853
Male,65,423
Male,65,410
Male,65,457
Male,65,945
Male,65,338
Male,66,23759
Male,66,283
Male,66,2204
Male,66,1027
Male,66,1090
Male,66,1204
Male,66,968
Male,66,564
Male,66,404
Male,66,217
Male,66,658
Male,66,914
Male,66,413
Male,66,473
Male,66,817
Male,66,740
Male,66,647
Male,66,915
Male,66,1798
Male,66,936
Male,66,1093
Male,66,948
Male,66,619
Male,66,288
Male,66,1034
Male,66,229
Male,66,866
Male,66,412
Male,66,363
Male,66,383
Male,66,894
Male,66,358
Male,67,23627
Male,67,271
Male,67,2194
Male,67,974
Male,67,1075
Male,67,1228
Male,67,1028
Male,67,546
Male,67,401
Male,67,229
Male,67,630
Male,67,882
Male,67,406
Male,67,457
Male,67,894
Male,67,710
Male,67,672
Male,67,976
Male,67,1683
Male,67,945
Male,67,998
Male,67,908
Male,67,692
Male,67,313
Male,67,1019
Male,67,194
Male,67,844
Male,67,419
Male,67,390
Male,67,419
Male,67,905
Male,67,325
Male,68,22502
Male,68,291
Male,68,2065
Male,68,970
Male,68,1077
Male,68,1145
Male,68,909
Male,68,550
Male,68,368
Male,68,243
Male,68,591
Male,68,861
Male,68,337
Male,68,421
Male,68,785
Male,68,693
Male,68,637
Male,68,886
Male,68,1727
Male,68,857
Male,68,998
Male,68,915
Male,68,618
Male,68,287
Male,68,926
Male,68,213
Male,68,803
Male,68,401
Male,68,358
Male,68,381
Male,68,867
Male,68,322
Male,69,22594
Male,69,276
Male,69,2147
Male,69,976
Male,69,1127
Male,69,1154
Male,69,947
Male,69,490
Male,69,382
Male,69,212
Male,69,536
Male,69,788
Male,69,409
Male,69,424
Male,69,818
Male,69,653
Male,69,673
Male,69,888
Male,69,1713
Male,69,834
Male,69,1043
Male,69,875
Male,69,578
Male,69,324
Male,69,990
Male,69,201
Male,69,791
Male,69,406
Male,69,371
Male,69,358
Male,69,889
Male,69,321
Male,70,21253
Male,70,277
Male,70,1930
Male,70,927
Male,70,1031
Male,70,1148
Male,70,845
Male,70,471
Male,70,371
Male,70,244
Male,70,545
Male,70,726
Male,70,369
Male,70,391
Male,70,788
Male,70,634
Male,70,604
Male,70,890
Male,70,1607
Male,70,881
Male,70,960
Male,70,805
Male,70,572
Male,70,262
Male,70,863
Male,70,191
Male,70,727
Male,70,395
Male,70,333
Male,70,348
Male,70,837
Male,70,281
Male,71,20449
Male,71,238
Male,71,1863
Male,71,861
Male,71,953
Male,71,1112
Male,71,824
Male,71,410
Male,71,353
Male,71,199
Male,71,488
Male,71,767
Male,71,357
Male,71,374
Male,71,767
Male,71,631
Male,71,596
Male,71,813
Male,71,1518
Male,71,838
Male,71,908
Male,71,780
Male,71,547
Male,71,248
Male,71,855
Male,71,200
Male,71,805
Male,71,355
Male,71,386
Male,71,340
Male,71,772
Male,71,291
Male,72,19965
Male,72,248
Male,72,1821
Male,72,803
Male,72,959
Male,72,1107
Male,72,785
Male,72,471
Male,72,315
Male,72,202
Male,72,523
Male,72,743
Male,72,321
Male,72,367
Male,72,747
Male,72,595
Male,72,605
Male,72,844
Male,72,1482
Male,72,782
Male,72,886
Male,72,789
Male,72,505
Male,72,224
Male,72,852
Male,72,191
Male,72,745
Male,72,291
Male,72,345
Male,72,363
Male,72,763
Male,72,291
Male,73,19121
Male,73,233
Male,73,1731
Male,73,826
Male,73,888
Male,73,994
Male,73,773
Male,73,421
Male,73,277
Male,73,193
Male,73,462
Male,73,707
Male,73,328
Male,73,387
Male,73,656
Male,73,642
Male,73,542
Male,73,759
Male,73,1432
Male,73,760
Male,73,893
Male,73,724
Male,73,509
Male,73,262
Male,73,852
Male,73,155
Male,73,699
Male,73,319
Male,73,345
Male,73,322
Male,73,755
Male,73,275
Male,74,18493
Male,74,246
Male,74,1710
Male,74,825
Male,74,854
Male,74,965
Male,74,728
Male,74,477
Male,74,289
Male,74,192
Male,74,468
Male,74,647
Male,74,328
Male,74,313
Male,74,654
Male,74,551
Male,74,540
Male,74,713
Male,74,1413
Male,74,758
Male,74,785
Male,74,700
Male,74,500
Male,74,223
Male,74,819
Male,74,141
Male,74,723
Male,74,318
Male,74,313
Male,74,308
Male,74,750
Male,74,242
Male,75,17473
Male,75,207
Male,75,1620
Male,75,793
Male,75,793
Male,75,825
Male,75,735
Male,75,392
Male,75,275
Male,75,164
Male,75,440
Male,75,621
Male,75,289
Male,75,290
Male,75,644
Male,75,576
Male,75,507
Male,75,752
Male,75,1317
Male,75,705
Male,75,738
Male,75,626
Male,75,546
Male,75,224
Male,75,731
Male,75,154
Male,75,683
Male,75,284
Male,75,270
Male,75,287
Male,75,732
Male,75,253
Male,76,16094
Male,76,201
Male,76,1476
Male,76,757
Male,76,781
Male,76,828
Male,76,653
Male,76,315
Male,76,251
Male,76,172
Male,76,415
Male,76,553
Male,76,272
Male,76,286
Male,76,563
Male,76,495
Male,76,478
Male,76,697
Male,76,1149
Male,76,686
Male,76,692
Male,76,627
Male,76,427
Male,76,228
Male,76,677
Male,76,140
Male,76,577
Male,76,297
Male,76,270
Male,76,254
Male,76,663
Male,76,214
Male,77,14601
Male,77,184
Male,77,1310
Male,77,716
Male,77,692
Male,77,717
Male,77,580
Male,77,360
Male,77,235
Male,77,136
Male,77,345
Male,77,524
Male,77,248
Male,77,290
Male,77,523
Male,77,473
Male,77,442
Male,77,629
Male,77,1101
Male,77,593
Male,77,609
Male,77,581
Male,77,413
Male,77,179
Male,77,597
Male,77,137
Male,77,512
Male,77,237
Male,77,234
Male,77,224
Male,77,594
Male,77,186
Male,78,13392
Male,78,156
Male,78,1265
Male,78,684
Male,78,616
Male,78,611
Male,78,506
Male,78,303
Male,78,218
Male,78,140
Male,78,389
Male,78,486
Male,78,208
Male,78,248
Male,78,509
Male,78,438
Male,78,416
Male,78,530
Male,78,971
Male,78,520
Male,78,584
Male,78,520
Male,78,350
Male,78,165
Male,78,567
Male,78,110
Male,78,483
Male,78,230
Male,78,218
Male,78,216
Male,78,553
Male,78,182
Male,79,12166
Male,79,168
Male,79,1220
Male,79,655
Male,79,566
Male,79,535
Male,79,469
Male,79,270
Male,79,178
Male,79,109
Male,79,291
Male,79,392
Male,79,213
Male,79,206
Male,79,445
Male,79,392
Male,79,314
Male,79,477
Male,79,851
Male,79,500
Male,79,559
Male,79,486
Male,79,349
Male,79,155
Male,79,499
Male,79,100
Male,79,428
Male,79,219
Male,79,222
Male,79,197
Male,79,502
Male,79,199
Male,80,10674
Male,80,116
Male,80,1034
Male,80,591
Male,80,478
Male,80,472
Male,80,373
Male,80,249
Male,80,155
Male,80,92
Male,80,272
Male,80,372
Male,80,158
Male,80,202
Male,80,435
Male,80,334
Male,80,295
Male,80,516
Male,80,790
Male,80,372
Male,80,431
Male,80,383
Male,80,321
Male,80,150
Male,80,499
Male,80,82
Male,80,407
Male,80,171
Male,80,176
Male,80,175
Male,80,456
Male,80,117
Male,81,9470
Male,81,117
Male,81,922
Male,81,528
Male,81,420
Male,81,434
Male,81,301
Male,81,229
Male,81,146
Male,81,92
Male,81,264
Male,81,326
Male,81,146
Male,81,187
Male,81,367
Male,81,273
Male,81,271
Male,81,421
Male,81,634
Male,81,395
Male,81,421
Male,81,355
Male,81,276
Male,81,105
Male,81,441
Male,81,70
Male,81,349
Male,81,151
Male,81,163
Male,81,167
Male,81,399
Male,81,100
Male,82,8779
Male,82,109
Male,82,919
Male,82,563
Male,82,410
Male,82,410
Male,82,274
Male,82,174
Male,82,121
Male,82,80
Male,82,223
Male,82,293
Male,82,159
Male,82,141
Male,82,312
Male,82,266
Male,82,239
Male,82,393
Male,82,622
Male,82,340
Male,82,380
Male,82,333
Male,82,246
Male,82,100
Male,82,395
Male,82,88
Male,82,289
Male,82,147
Male,82,138
Male,82,127
Male,82,365
Male,82,123
Male,83,7900
Male,83,101
Male,83,846
Male,83,462
Male,83,312
Male,83,343
Male,83,230
Male,83,173
Male,83,115
Male,83,68
Male,83,215
Male,83,264
Male,83,134
Male,83,146
Male,83,296
Male,83,249
Male,83,222
Male,83,332
Male,83,528
Male,83,270
Male,83,364
Male,83,304
Male,83,233
Male,83,117
Male,83,365
Male,83,73
Male,83,275
Male,83,150
Male,83,133
Male,83,136
Male,83,340
Male,83,104
Male,84,6765
Male,84,87
Male,84,739
Male,84,410
Male,84,277
Male,84,290
Male,84,218
Male,84,159
Male,84,106
Male,84,66
Male,84,194
Male,84,204
Male,84,105
Male,84,116
Male,84,254
Male,84,214
Male,84,187
Male,84,309
Male,84,461
Male,84,276
Male,84,278
Male,84,272
Male,84,167
Male,84,88
Male,84,297
Male,84,57
Male,84,232
Male,84,119
Male,84,110
Male,84,107
Male,84,272
Male,84,94
Male,85,6154
Male,85,64
Male,85,677
Male,85,367
Male,85,246
Male,85,250
Male,85,206
Male,85,126
Male,85,84
Male,85,65
Male,85,143
Male,85,200
Male,85,127
Male,85,130
Male,85,216
Male,85,178
Male,85,174
Male,85,252
Male,85,457
Male,85,244
Male,85,259
Male,85,243
Male,85,183
Male,85,81
Male,85,266
Male,85,53
Male,85,219
Male,85,109
Male,85,114
Male,85,108
Male,85,234
Male,85,79
Male,86,5370
Male,86,73
Male,86,574
Male,86,335
Male,86,207
Male,86,226
Male,86,153
Male,86,118
Male,86,81
Male,86,61
Male,86,125
Male,86,186
Male,86,94
Male,86,111
Male,86,183
Male,86,161
Male,86,158
Male,86,236
Male,86,412
Male,86,179
Male,86,235
Male,86,210
Male,86,168
Male,86,71
Male,86,235
Male,86,38
Male,86,204
Male,86,106
Male,86,92
Male,86,98
Male,86,168
Male,86,72
Male,87,4515
Male,87,57
Male,87,509
Male,87,288
Male,87,185
Male,87,203
Male,87,140
Male,87,107
Male,87,65
Male,87,37
Male,87,90
Male,87,142
Male,87,73
Male,87,99
Male,87,140
Male,87,116
Male,87,113
Male,87,219
Male,87,336
Male,87,164
Male,87,191
Male,87,161
Male,87,130
Male,87,52
Male,87,195
Male,87,50
Male,87,155
Male,87,92
Male,87,91
Male,87,75
Male,87,177
Male,87,63
Male,88,3771
Male,88,37
Male,88,444
Male,88,256
Male,88,105
Male,88,138
Male,88,101
Male,88,77
Male,88,52
Male,88,42
Male,88,101
Male,88,111
Male,88,72
Male,88,69
Male,88,153
Male,88,94
Male,88,114
Male,88,163
Male,88,263
Male,88,139
Male,88,148
Male,88,145
Male,88,108
Male,88,66
Male,88,176
Male,88,34
Male,88,154
Male,88,75
Male,88,68
Male,88,83
Male,88,131
Male,88,52
Male,89,3036
Male,89,32
Male,89,354
Male,89,194
Male,89,141
Male,89,131
Male,89,82
Male,89,73
Male,89,32
Male,89,31
Male,89,67
Male,89,81
Male,89,58
Male,89,53
Male,89,98
Male,89,113
Male,89,75
Male,89,133
Male,89,209
Male,89,87
Male,89,115
Male,89,141
Male,89,77
Male,89,42
Male,89,137
Male,89,17
Male,89,112
Male,89,49
Male,89,53
Male,89,55
Male,89,138
Male,89,56
Male,90,2444
Male,90,17
Male,90,271
Male,90,181
Male,90,85
Male,90,121
Male,90,72
Male,90,49
Male,90,26
Male,90,17
Male,90,57
Male,90,67
Male,90,44
Male,90,39
Male,90,78
Male,90,64
Male,90,68
Male,90,113
Male,90,193
Male,90,81
Male,90,93
Male,90,99
Male,90,78
Male,90,34
Male,90,111
Male,90,28
Male,90,99
Male,90,49
Male,90,45
Male,90,39
Male,90,94
Male,90,32
Male,91,1950
Male,91,27
Male,91,244
Male,91,128
Male,91,58
Male,91,91
Male,91,51
Male,91,45
Male,91,40
Male,91,11
Male,91,37
Male,91,56
Male,91,29
Male,91,36
Male,91,62
Male,91,61
Male,91,49
Male,91,95
Male,91,148
Male,91,76
Male,91,69
Male,91,80
Male,91,63
Male,91,34
Male,91,74
Male,91,21
Male,91,69
Male,91,40
Male,91,30
Male,91,36
Male,91,71
Male,91,19
Male,92,1297
Male,92,14
Male,92,169
Male,92,93
Male,92,42
Male,92,50
Male,92,41
Male,92,25
Male,92,17
Male,92,7
Male,92,34
Male,92,41
Male,92,25
Male,92,29
Male,92,45
Male,92,33
Male,92,28
Male,92,60
Male,92,93
Male,92,40
Male,92,47
Male,92,68
Male,92,33
Male,92,19
Male,92,59
Male,92,12
Male,92,44
Male,92,22
Male,92,16
Male,92,15
Male,92,54
Male,92,22
Male,93,937
Male,93,4
Male,93,125
Male,93,68
Male,93,38
Male,93,31
Male,93,33
Male,93,21
Male,93,17
Male,93,6
Male,93,25
Male,93,34
Male,93,9
Male,93,16
Male,93,34
Male,93,20
Male,93,20
Male,93,38
Male,93,64
Male,93,35
Male,93,34
Male,93,45
Male,93,25
Male,93,10
Male,93,38
Male,93,10
Male,93,29
Male,93,20
Male,93,16
Male,93,15
Male,93,41
Male,93,16
Male,94,718
Male,94,6
Male,94,98
Male,94,65
Male,94,24
Male,94,28
Male,94,25
Male,94,19
Male,94,8
Male,94,7
Male,94,11
Male,94,20
Male,94,20
Male,94,11
Male,94,22
Male,94,23
Male,94,14
Male,94,17
Male,94,43
Male,94,22
Male,94,24
Male,94,28
Male,94,17
Male,94,9
Male,94,39
Male,94,8
Male,94,28
Male,94,23
Male,94,12
Male,94,12
Male,94,26
Male,94,9
Male,95,482
Male,95,2
Male,95,71
Male,95,40
Male,95,14
Male,95,23
Male,95,14
Male,95,8
Male,95,5
Male,95,1
Male,95,11
Male,95,19
Male,95,8
Male,95,12
Male,95,15
Male,95,15
Male,95,13
Male,95,19
Male,95,37
Male,95,10
Male,95,18
Male,95,21
Male,95,4
Male,95,4
Male,95,29
Male,95,7
Male,95,12
Male,95,8
Male,95,5
Male,95,8
Male,95,28
Male,95,1
Male,96,327
Male,96,3
Male,96,58
Male,96,34
Male,96,16
Male,96,7
Male,96,8
Male,96,9
Male,96,1
Male,96,3
Male,96,5
Male,96,9
Male,96,8
Male,96,7
Male,96,9
Male,96,12
Male,96,12
Male,96,11
Male,96,18
Male,96,9
Male,96,14
Male,96,7
Male,96,7
Male,96,3
Male,96,7
Male,96,0
Male,96,10
Male,96,9
Male,96,7
Male,96,7
Male,96,14
Male,96,3
Male,97,217
Male,97,2
Male,97,28
Male,97,14
Male,97,11
Male,97,9
Male,97,7
Male,97,5
Male,97,2
Male,97,2
Male,97,5
Male,97,6
Male,97,3
Male,97,5
Male,97,6
Male,97,4
Male,97,11
Male,97,11
Male,97,16
Male,97,13
Male,97,9
Male,97,6
Male,97,5
Male,97,2
Male,97,8
Male,97,3
Male,97,10
Male,97,1
Male,97,4
Male,97,3
Male,97,6
Male,97,0
Male,98,130
Male,98,2
Male,98,24
Male,98,10
Male,98,3
Male,98,4
Male,98,3
Male,98,2
Male,98,4
Male,98,0
Male,98,3
Male,98,3
Male,98,1
Male,98,3
Male,98,4
Male,98,4
Male,98,3
Male,98,3
Male,98,7
Male,98,4
Male,98,9
Male,98,5
Male,98,4
Male,98,1
Male,98,5
Male,98,1
Male,98,9
Male,98,1
Male,98,1
Male,98,1
Male,98,4
Male,98,2
Male,99,105
Male,99,1
Male,99,15
Male,99,6
Male,99,2
Male,99,7
Male,99,1
Male,99,4
Male,99,0
Male,99,1
Male,99,1
Male,99,3
Male,99,0
Male,99,3
Male,99,6
Male,99,1
Male,99,3
Male,99,4
Male,99,8
Male,99,3
Male,99,6
Male,99,5
Male,99,4
Male,99,3
Male,99,6
Male,99,0
Male,99,2
Male,99,3
Male,99,2
Male,99,0
Male,99,5
Male,99,0
Male,100,154
Male,100,0
Male,100,20
Male,100,13
Male,100,4
Male,100,7
Male,100,6
Male,100,6
Male,100,0
Male,100,1
Male,100,5
Male,100,4
Male,100,1
Male,100,3
Male,100,2
Male,100,3
Male,100,3
Male,100,6
Male,100,11
Male,100,2
Male,100,7
Male,100,4
Male,100,4
Male,100,3
Male,100,16
Male,100,0
Male,100,6
Male,100,5
Male,100,3
Male,100,6
Male,100,2
Male,100,1
Female,0,28186
Female,0,353
Female,0,3025
Female,0,1188
Female,0,1950
Female,0,1689
Female,0,1455
Female,0,553
Female,0,545
Female,0,270
Female,0,848
Female,0,1368
Female,0,454
Female,0,535
Female,0,882
Female,0,800
Female,0,691
Female,0,1124
Female,0,2055
Female,0,843
Female,0,1049
Female,0,915
Female,0,662
Female,0,387
Female,0,1073
Female,0,204
Female,0,730
Female,0,366
Female,0,367
Female,0,501
Female,0,881
Female,0,423
Female,1,27545
Female,1,302
Female,1,2762
Female,1,1192
Female,1,1907
Female,1,1751
Female,1,1452
Female,1,545
Female,1,491
Female,1,238
Female,1,722
Female,1,1235
Female,1,446
Female,1,602
Female,1,878
Female,1,820
Female,1,704
Female,1,1136
Female,1,2045
Female,1,739
Female,1,1087
Female,1,872
Female,1,602
Female,1,395
Female,1,1082
Female,1,202
Female,1,790
Female,1,384
Female,1,383
Female,1,477
Female,1,918
Female,1,386
Female,2,28974
Female,2,334
Female,2,2795
Female,2,1238
Female,2,2112
Female,2,1867
Female,2,1559
Female,2,559
Female,2,564
Female,2,243
Female,2,793
Female,2,1388
Female,2,456
Female,2,532
Female,2,921
Female,2,890
Female,2,744
Female,2,1162
Female,2,2106
Female,2,803
Female,2,1130
Female,2,879
Female,2,665
Female,2,386
Female,2,1161
Female,2,229
Female,2,731
Female,2,428
Female,2,360
Female,2,520
Female,2,983
Female,2,436
Female,3,29483
Female,3,378
Female,3,2705
Female,3,1309
Female,3,2161
Female,3,1859
Female,3,1509
Female,3,597
Female,3,571
Female,3,300
Female,3,787
Female,3,1389
Female,3,478
Female,3,558
Female,3,903
Female,3,886
Female,3,745
Female,3,1106
Female,3,2177
Female,3,847
Female,3,1159
Female,3,1019
Female,3,721
Female,3,389
Female,3,1191
Female,3,192
Female,3,743
Female,3,418
Female,3,405
Female,3,525
Female,3,1044
Female,3,412
Female,4,29819
Female,4,369
Female,4,2755
Female,4,1278
Female,4,2147
Female,4,1868
Female,4,1563
Female,4,618
Female,4,577
Female,4,283
Female,4,814
Female,4,1448
Female,4,488
Female,4,609
Female,4,921
Female,4,887
Female,4,766
Female,4,1101
Female,4,2262
Female,4,844
Female,4,1227
Female,4,998
Female,4,634
Female,4,418
Female,4,1189
Female,4,227
Female,4,751
Female,4,406
Female,4,408
Female,4,492
Female,4,1047
Female,4,424
Female,5,31342
Female,5,365
Female,5,2782
Female,5,1426
Female,5,2252
Female,5,1946
Female,5,1604
Female,5,644
Female,5,607
Female,5,299
Female,5,896
Female,5,1520
Female,5,530
Female,5,617
Female,5,1000
Female,5,1013
Female,5,799
Female,5,1186
Female,5,2347
Female,5,935
Female,5,1190
Female,5,987
Female,5,728
Female,5,412
Female,5,1286
Female,5,218
Female,5,832
Female,5,442
Female,5,392
Female,5,544
Female,5,1095
Female,5,448
Female,6,32622
Female,6,367
Female,6,2879
Female,6,1394
Female,6,2361
Female,6,2057
Female,6,1722
Female,6,669
Female,6,630
Female,6,287
Female,6,935
Female,6,1628
Female,6,522
Female,6,668
Female,6,1058
Female,6,1026
Female,6,789
Female,6,1228
Female,6,2434
Female,6,903
Female,6,1317
Female,6,1079
Female,6,780
Female,6,406
Female,6,1361
Female,6,236
Female,6,847
Female,6,473
Female,6,401
Female,6,591
Female,6,1061
Female,6,513
Female,7,33572
Female,7,455
Female,7,2891
Female,7,1469
Female,7,2476
Female,7,2092
Female,7,1776
Female,7,756
Female,7,696
Female,7,345
Female,7,936
Female,7,1665
Female,7,618
Female,7,677
Female,7,1069
Female,7,1045
Female,7,805
Female,7,1195
Female,7,2605
Female,7,946
Female,7,1271
Female,7,1088
Female,7,841
Female,7,433
