Sex,Age,Population
Female,7,1291
Female,7,239
Female,7,874
Female,7,504
Female,7,426
Female,7,555
Female,7,1075
Female,7,458
Female,8,34437
Female,8,404
Female,8,2991
Female,8,1468
Female,8,2608
Female,8,2183
Female,8,1773
Female,8,702
Female,8,723
Female,8,313
Female,8,1011
Female,8,1712
Female,8,578
Female,8,712
Female,8,1104
Female,8,1105
Female,8,801
Female,8,1246
Female,8,2625
Female,8,919
Female,8,1362
Female,8,1156
Female,8,820
Female,8,480
Female,8,1408
Female,8,255
Female,8,861
Female,8,470
Female,8,461
Female,8,615
Female,8,1095
Female,8,476
Female,9,35227
Female,9,435
Female,9,2930
Female,9,1550
Female,9,2625
Female,9,2224
Female,9,1893
Female,9,773
Female,9,655
Female,9,356
Female,9,1061
Female,9,1832
Female,9,600
Female,9,706
Female,9,1119
Female,9,1161
Female,9,873
Female,9,1271
Female,9,2699
Female,9,1000
Female,9,1363
Female,9,1140
Female,9,826
Female,9,465
Female,9,1345
Female,9,258
Female,9,908
Female,9,483
Female,9,448
Female,9,602
Female,9,1169
Female,9,457
Female,10,36066
Female,10,446
Female,10,3027
Female,10,1449
Female,10,2736
Female,10,2270
Female,10,1890
Female,10,771
Female,10,769
Female,10,361
Female,10,1029
Female,10,1800
Female,10,650
Female,10,690
Female,10,1107
Female,10,1139
Female,10,960
Female,10,1285
Female,10,2831
Female,10,1023
Female,10,1392
Female,10,1185
Female,10,871
Female,10,438
Female,10,1418
Female,10,257
Female,10,939
Female,10,484
Female,10,465
Female,10,661
Female,10,1233
Female,10,490
Female,11,36863
Female,11,450
Female,11,3003
Female,11,1484
Female,11,2660
Female,11,2350
Female,11,1954
Female,11,809
Female,11,729
Female,11,343
Female,11,1066
Female,11,1920
Female,11,608
Female,11,714
Female,11,1190
Female,11,1292
Female,11,913
Female,11,1302
Female,11,2873
Female,11,1074
Female,11,1487
Female,11,1163
Female,11,943
Female,11,480
Female,11,1487
Female,11,265
Female,11,960
Female,11,505
Female,11,459
Female,11,624
Female,11,1254
Female,11,502
Female,12,37297
Female,12,467
Female,12,3048
Female,12,1430
Female,12,2779
Female,12,2396
Female,12,1984
Female,12,775
Female,12,807
Female,12,350
Female,12,1113
Female,12,1912
Female,12,619
Female,12,714
Female,12,1228
Female,12,1264
Female,12,999
Female,12,1334
Female,12,2829
Female,12,1090
Female,12,1362
Female,12,1225
Female,12,949
Female,12,438
Female,12,1413
Female,12,276
Female,12,962
Female,12,539
Female,12,506
Female,12,672
Female,12,1292
Female,12,525
Female,13,36782
Female,13,459
Female,13,2975
Female,13,1432
Female,13,2655
Female,13,2304
Female,13,1909
Female,13,769
Female,13,745
Female,13,378
Female,13,1113
Female,13,1888
Female,13,662
Female,13,683
Female,13,1283
Female,13,1153
Female,13,914
Female,13,1302
Female,13,2897
Female,13,1087
Female,13,1435
Female,13,1246
Female,13,985
Female,13,468
Female,13,1471
Female,13,238
Female,13,919
Female,13,488
Female,13,503
Female,13,634
Female,13,1255
Female,13,532
Female,14,36080
Female,14,465
Female,14,2942
Female,14,1464
Female,14,2584
Female,14,2222
Female,14,1907
Female,14,692
Female,14,763
Female,14,352
Female,14,1072
Female,14,1853
Female,14,589
Female,14,689
Female,14,1200
Female,14,1238
Female,14,894
Female,14,1270
Female,14,2779
Female,14,1098
Female,14,1445
Female,14,1259
Female,14,896
Female,14,425
Female,14,1506
Female,14,230
Female,14,942
Female,14,473
Female,14,467
Female,14,621
Female,14,1281
Female,14,462
Female,15,34492
Female,15,411
Female,15,2729
Female,15,1383
Female,15,2420
Female,15,2126
Female,15,1817
Female,15,760
Female,15,727
Female,15,358
Female,15,1030
Female,15,1729
Female,15,597
Female,15,659
Female,15,1170
Female,15,1125
Female,15,907
Female,15,1228
Female,15,2629
Female,15,1036
Female,15,1335
Female,15,1178
Female,15,872
Female,15,433
Female,15,1394
Female,15,263
Female,15,911
Female,15,491
Female,15,442
Female,15,643
Female,15,1202
Female,15,487
Female,16,33168
Female,16,442
Female,16,2658
Female,16,1352
Female,16,2238
Female,16,1978
Female,16,1713
Female,16,673
Female,16,633
Female,16,327
Female,16,1019
Female,16,1570
Female,16,566
Female,16,635
Female,16,1108
Female,16,1054
Female,16,947
Female,16,1202
Female,16,2562
Female,16,1019
Female,16,1291
Female,16,1152
Female,16,866
Female,16,443
Female,16,1444
Female,16,229
Female,16,933
Female,16,511
Female,16,455
Female,16,550
Female,16,1149
Female,16,449
Female,17,33045
Female,17,414
Female,17,2734
Female,17,1398
Female,17,2195
Female,17,2034
Female,17,1734
Female,17,739
Female,17,718
Female,17,314
Female,17,1009
Female,17,1582
Female,17,524
Female,17,643
Female,17,1062
Female,17,1064
Female,17,890
Female,17,1222
Female,17,2431
Female,17,1046
Female,17,1224
Female,17,1216
Female,17,862
Female,17,416
Female,17,1329
Female,17,226
Female,17,885
Female,17,482
Female,17,452
Female,17,590
Female,17,1130
Female,17,480
Female,18,32852
Female,18,466
Female,18,3291
Female,18,1511
Female,18,2252
Female,18,1949
Female,18,1708
Female,18,699
Female,18,634
Female,18,272
Female,18,953
Female,18,1496
Female,18,584
Female,18,623
Female,18,1084
Female,18,1015
Female,18,830
Female,18,1288
Female,18,2343
Female,18,943
Female,18,1305
Female,18,1046
Female,18,817
Female,18,521
Female,18,1214
Female,18,220
Female,18,876
Female,18,412
Female,18,462
Female,18,533
Female,18,1110
Female,18,395
Female,19,31729
Female,19,381
Female,19,3676
Female,19,1659
Female,19,2191
Female,19,1911
Female,19,1746
Female,19,563
Female,19,537
Female,19,276
Female,19,876
Female,19,1385
Female,19,473
Female,19,532
Female,19,872
Female,19,900
Female,19,821
Female,19,1731
Female,19,1971
Female,19,798
Female,19,1422
Female,19,846
Female,19,767
Female,19,1006
Female,19,1039
Female,19,167
Female,19,684
Female,19,355
Female,19,503
Female,19,436
Female,19,883
Female,19,322
Female,20,31624
Female,20,366
Female,20,4326
Female,20,1742
Female,20,2073
Female,20,1796
Female,20,1589
Female,20,529
Female,20,510
Female,20,246
Female,20,880
Female,20,1276
Female,20,487
Female,20,543
Female,20,832
Female,20,808
Female,20,739
Female,20,1889
Female,20,1783
Female,20,823
Female,20,1504
Female,20,853
Female,20,770
Female,20,1142
Female,20,974
Female,20,159
Female,20,658
Female,20,321
Female,20,450
Female,20,388
Female,20,864
Female,20,304
Female,21,29890
Female,21,381
Female,21,4237
Female,21,1605
Female,21,1833
Female,21,1783
Female,21,1463
Female,21,471
Female,21,491
Female,21,233
Female,21,814
Female,21,1216
Female,21,416
Female,21,525
Female,21,781
Female,21,744
Female,21,697
Female,21,1851
Female,21,1700
Female,21,762
Female,21,1314
Female,21,816
Female,21,709
Female,21,1161
Female,21,840
Female,21,131
Female,21,634
Female,21,345
Female,21,409
Female,21,390
Female,21,821
Female,21,317
Female,22,30768
Female,22,361
Female,22,4719
Female,22,1635
Female,22,1844
Female,22,1851
Female,22,1380
Female,22,438
Female,22,477
Female,22,257
Female,22,866
Female,22,1116
Female,22,413
Female,22,568
Female,22,888
Female,22,789
Female,22,728
Female,22,1835
Female,22,1720
Female,22,766
Female,22,1473
Female,22,873
Female,22,720
Female,22,1069
Female,22,848
Female,22,152
Female,22,670
Female,22,318
Female,22,404
Female,22,414
Female,22,861
Female,22,315
Female,23,30051
Female,23,344
Female,23,5142
Female,23,1681
Female,23,1807
Female,23,1884
Female,23,1391
Female,23,471
Female,23,458
Female,23,232
Female,23,767
Female,23,1063
Female,23,441
Female,23,468
Female,23,868
Female,23,724
Female,23,649
Female,23,1779
Female,23,1603
Female,23,763
Female,23,1246
Female,23,830
Female,23,722
Female,23,927
Female,23,819
Female,23,152
Female,23,623
Female,23,307
Female,23,387
Female,23,439
Female,23,762
Female,23,302
Female,24,29364
Female,24,329
Female,24,5455
Female,24,1661
Female,24,1774
Female,24,1795
Female,24,1335
Female,24,510
Female,24,434
Female,24,207
Female,24,732
Female,24,1083
Female,24,450
Female,24,510
Female,24,758
Female,24,683
Female,24,606
Female,24,1730
Female,24,1559
Female,24,732
Female,24,1190
Female,24,867
Female,24,638
Female,24,872
Female,24,752
Female,24,125
Female,24,515
Female,24,276
Female,24,364
Female,24,398
Female,24,736
Female,24,288
Female,25,29294
Female,25,295
Female,25,5667
Female,25,1578
Female,25,1796
Female,25,1873
Female,25,1307
Female,25,463
Female,25,414
Female,25,231
Female,25,665
Female,25,969
Female,25,430
Female,25,524
Female,25,744
Female,25,658
Female,25,631
Female,25,1733
Female,25,1502
Female,25,725
Female,25,1280
Female,25,778
Female,25,613
Female,25,863
Female,25,818
Female,25,144
Female,25,538
Female,25,300
Female,25,351
Female,25,403
Female,25,719
Female,25,282
Female,26,28864
Female,26,333
Female,26,5932
Female,26,1528
Female,26,1740
Female,26,1681
Female,26,1208
Female,26,494
Female,26,433
Female,26,237
Female,26,663
Female,26,999
Female,26,381
Female,26,511
Female,26,777
Female,26,713
Female,26,593
Female,26,1633
Female,26,1562
Female,26,657
Female,26,1293
Female,26,762
Female,26,623
Female,26,751
Female,26,707
Female,26,126
Female,26,549
Female,26,264
Female,26,313
Female,26,375
Female,26,735
Female,26,291
Female,27,29528
Female,27,309
Female,27,5976
Female,27,1518
Female,27,1832
Female,27,1793
Female,27,1291
Female,27,502
Female,27,415
Female,27,232
Female,27,765
Female,27,1045
Female,27,405
Female,27,524
Female,27,839
Female,27,718
Female,27,587
Female,27,1759
Female,27,1519
Female,27,698
Female,27,1238
Female,27,772
Female,27,665
Female,27,705
Female,27,733
Female,27,138
Female,27,559
Female,27,293
Female,27,294
Female,27,370
Female,27,747
Female,27,287
Female,28,29788
Female,28,329
Female,28,6089
Female,28,1457
Female,28,1825
Female,28,1805
Female,28,1332
Female,28,536
Female,28,430
Female,28,218
Female,28,759
Female,28,1075
Female,28,425
Female,28,501
Female,28,797
Female,28,736
Female,28,607
Female,28,1749
Female,28,1552
Female,28,679
Female,28,1220
Female,28,767
Female,28,655
Female,28,754
Female,28,770
Female,28,148
Female,28,582
Female,28,283
Female,28,305
Female,28,363
Female,28,761
Female,28,279
Female,29,30936
Female,29,360
Female,29,6030
Female,29,1466
Female,29,1973
Female,29,1850
Female,29,1386
Female,29,559
Female,29,453
Female,29,256
Female,29,797
Female,29,1078
Female,29,431
Female,29,540
Female,29,869
Female,29,803
Female,29,583
Female,29,1750
Female,29,1639
Female,29,737
Female,29,1260
Female,29,797
Female,29,698
Female,29,731
Female,29,865
Female,29,145
Female,29,658
Female,29,315
Female,29,380
Female,29,401
Female,29,782
Female,29,344
Female,30,32841
Female,30,338
Female,30,6178
Female,30,1601
Female,30,2088
Female,30,2002
Female,30,1488
Female,30,552
Female,30,517
Female,30,287
Female,30,801
Female,30,1256
Female,30,493
Female,30,575
Female,30,940
Female,30,837
Female,30,627
Female,30,1734
Female,30,1873
Female,30,799
Female,30,1265
Female,30,917
Female,30,715
Female,30,725
Female,30,990
Female,30,172
Female,30,696
Female,30,360
Female,30,334
Female,30,425
Female,30,906
Female,30,350
Female,31,33710
Female,31,390
Female,31,6079
Female,31,1555
Female,31,2180
Female,31,2065
Female,31,1594
Female,31,614
Female,31,512
Female,31,252
Female,31,880
Female,31,1331
Female,31,482
Female,31,590
Female,31,914
Female,31,890
Female,31,708
Female,31,1814
Female,31,1970
Female,31,813
Female,31,1317
Female,31,908
Female,31,749
Female,31,705
Female,31,972
Female,31,211
Female,31,737
Female,31,385
Female,31,361
Female,31,457
Female,31,892
Female,31,383
Female,32,34382
Female,32,384
Female,32,5964
Female,32,1649
Female,32,2240
Female,32,2161
Female,32,1551
Female,32,572
Female,32,530
Female,32,271
Female,32,873
Female,32,1427
Female,32,476
Female,32,633
Female,32,976
Female,32,875
Female,32,688
Female,32,1837
Female,32,2050
Female,32,843
Female,32,1356
Female,32,947
Female,32,779
Female,32,699
Female,32,1047
Female,32,217
Female,32,763
Female,32,355
Female,32,381
Female,32,530
Female,32,936
Female,32,372
Female,33,34489
Female,33,384
Female,33,5700
Female,33,1581
Female,33,2439
Female,33,2184
Female,33,1665
Female,33,568
Female,33,583
Female,33,288
Female,33,922
Female,33,1402
Female,33,490
Female,33,607
Female,33,1009
Female,33,943
Female,33,695
Female,33,1705
Female,33,2023
Female,33,919
Female,33,1313
Female,33,945
Female,33,776
Female,33,628
Female,33,1100
Female,33,206
Female,33,758
Female,33,373
Female,33,432
Female,33,489
Female,33,961
Female,33,401
Female,34,36284
Female,34,414
Female,34,5545
Female,34,1556
Female,34,2599
Female,34,2330
Female,34,1780
Female,34,636
Female,34,631
Female,34,337
Female,34,941
Female,34,1556
Female,34,532
Female,34,663
Female,34,1058
Female,34,981
Female,34,741
Female,34,1774
Female,34,2216
Female,34,907
Female,34,1424
Female,34,1024
Female,34,846
Female,34,721
Female,34,1177
Female,34,217
Female,34,856
Female,34,399
Female,34,416
Female,34,513
Female,34,1077
Female,34,417
Female,35,37940
Female,35,446
Female,35,5444
Female,35,1548
Female,35,2691
Female,35,2409
Female,35,1864
Female,35,741
Female,35,698
Female,35,317
Female,35,1044
Female,35,1652
Female,35,528
Female,35,731
Female,35,1152
Female,35,1060
Female,35,787
Female,35,1780
Female,35,2430
Female,35,1002
Female,35,1468
Female,35,1175
Female,35,938
Female,35,667
Female,35,1292
Female,35,227
Female,35,871
Female,35,476
Female,35,441
Female,35,560
Female,35,1057
Female,35,444
Female,36,39030
Female,36,438
Female,36,5218
Female,36,1677
Female,36,2843
Female,36,2539
Female,36,2015
Female,36,717
Female,36,717
Female,36,347
Female,36,1034
Female,36,1723
Female,36,581
Female,36,780
Female,36,1122
Female,36,1153
Female,36,828
Female,36,1760
Female,36,2584
Female,36,1032
Female,36,1593
Female,36,1135
Female,36,905
Female,36,707
Female,36,1301
Female,36,240
Female,36,909
Female,36,459
Female,36,491
Female,36,602
Female,36,1107
Female,36,473
Female,37,39193
Female,37,457
Female,37,4902
Female,37,1694
Female,37,2808
Female,37,2541
Female,37,2009
Female,37,708
Female,37,737
Female,37,345
Female,37,1044
Female,37,1731
Female,37,598
Female,37,719
Female,37,1175
Female,37,1191
Female,37,923
Female,37,1872
Female,37,2611
Female,37,1122
Female,37,1555
Female,37,1140
Female,37,889
Female,37,657
Female,37,1354
Female,37,234
Female,37,973
Female,37,518
Female,37,515
Female,37,604
Female,37,1115
Female,37,452
Female,38,40902
Female,38,483
Female,38,5053
Female,38,1801
Female,38,2926
Female,38,2511
Female,38,2114
Female,38,803
Female,38,820
Female,38,378
Female,38,1127
Female,38,1852
Female,38,611
Female,38,794
Female,38,1239
Female,38,1277
Female,38,955
Female,38,1737
Female,38,2723
Female,38,1220
Female,38,1594
Female,38,1194
Female,38,954
Female,38,707
Female,38,1485
Female,38,252
Female,38,963
Female,38,513
Female,38,523
Female,38,684
Female,38,1119
Female,38,490
Female,39,42592
Female,39,553
Female,39,4939
Female,39,1878
Female,39,3147
Female,39,2797
Female,39,2246
Female,39,832
Female,39,839
Female,39,388
Female,39,1092
Female,39,1858
Female,39,668
Female,39,757
Female,39,1230
Female,39,1336
Female,39,945
Female,39,1858
Female,39,3007
Female,39,1229
Female,39,1690
Female,39,1300
Female,39,977
Female,39,747
Female,39,1534
Female,39,253
Female,39,1033
Female,39,509
Female,39,514
Female,39,656
Female,39,1237
Female,39,543
Female,40,43143
Female,40,487
Female,40,4809
Female,40,1910
Female,40,3131
Female,40,2822
Female,40,2276
Female,40,776
Female,40,814
Female,40,409
Female,40,1170
Female,40,1927
Female,40,706
Female,40,781
Female,40,1347
Female,40,1400
Female,40,999
Female,40,1879
Female,40,3058
Female,40,1239
Female,40,1657
Female,40,1297
Female,40,978
Female,40,687
Female,40,1652
Female,40,271
Female,40,1126
Female,40,556
Female,40,538
Female,40,630
Female,40,1293
Female,40,518
Female,41,43696
Female,41,537
Female,41,4926
Female,41,1944
Female,41,3200
Female,41,2792
Female,41,2267
Female,41,883
Female,41,830
Female,41,367
Female,41,1210
Female,41,1968
Female,41,690
Female,41,802
Female,41,1320
Female,41,1385
Female,41,1057
Female,41,1834
Female,41,3058
Female,41,1252
Female,41,1699
Female,41,1333
Female,41,1039
Female,41,680
Female,41,1596
Female,41,264
Female,41,1119
Female,41,554
Female,41,546
Female,41,702
Female,41,1319
Female,41,523
Female,42,43337
Female,42,517
Female,42,4621
Female,42,1878
Female,42,3281
Female,42,2802
Female,42,2218
Female,42,824
Female,42,822
Female,42,438
Female,42,1189
Female,42,1996
Female,42,708
Female,42,761
Female,42,1407
Female,42,1438
Female,42,1060
Female,42,1688
Female,42,3210
Female,42,1259
Female,42,1675
Female,42,1327
Female,42,1072
Female,42,723
Female,42,1597
Female,42,289
Female,42,1014
Female,42,541
Female,42,548
Female,42,656
Female,42,1288
Female,42,490
Female,43,41408
Female,43,463
Female,43,4393
Female,43,1812
Female,43,3065
Female,43,2720
Female,43,2155
Female,43,813
Female,43,733
Female,43,360
Female,43,1125
Female,43,2000
Female,43,664
Female,43,789
Female,43,1326
Female,43,1308
Female,43,989
Female,43,1649
Female,43,3056
Female,43,1242
Female,43,1609
Female,43,1250
Female,43,975
Female,43,621
Female,43,1559
Female,43,280
Female,43,1000
Female,43,535
Female,43,557
Female,43,611
Female,43,1241
Female,43,508
Female,44,39379
Female,44,459
Female,44,4160
Female,44,1680
Female,44,2976
Female,44,2293
Female,44,2017
Female,44,797
Female,44,755
Female,44,340
Female,44,1107
Female,44,1866
Female,44,623
Female,44,715
Female,44,1201
Female,44,1291
Female,44,987
Female,44,1568
Female,44,2889
Female,44,1170
Female,44,1551
Female,44,1210
Female,44,1010
Female,44,600
Female,44,1578
Female,44,254
Female,44,956
Female,44,503
Female,44,475
Female,44,630
Female,44,1245
Female,44,473
Female,45,38506
Female,45,498
Female,45,3898
Female,45,1609
Female,45,2862
Female,45,2282
Female,45,2007
Female,45,781
Female,45,701
Female,45,391
Female,45,1063
Female,45,1805
Female,45,596
Female,45,676
Female,45,1255
Female,45,1223
Female,45,940
Female,45,1583
Female,45,2853
Female,45,1117
Female,45,1493
Female,45,1206
Female,45,998
Female,45,631
Female,45,1576
Female,45,239
Female,45,946
Female,45,470
Female,45,508
Female,45,587
Female,45,1235
Female,45,477
Female,46,38127
Female,46,486
Female,46,3846
Female,46,1606
Female,46,2771
Female,46,2301
Female,46,1989
Female,46,813
Female,46,711
Female,46,334
Female,46,1062
Female,46,1824
Female,46,603
Female,46,661
Female,46,1152
Female,46,1237
Female,46,1050
Female,46,1515
Female,46,2841
Female,46,1184
Female,46,1482
Female,46,1152
Female,46,921
Female,46,633
Female,46,1494
Female,46,246
Female,46,976
Female,46,519
Female,46,506
Female,46,565
Female,46,1189
Female,46,458
Female,47,37471
Female,47,418
Female,47,3607
Female,47,1627
Female,47,2769
Female,47,2142
Female,47,1924
Female,47,802
Female,47,655
Female,47,326
Female,47,1045
Female,47,1786
Female,47,602
Female,47,742
Female,47,1219
Female,47,1250
Female,47,913
Female,47,1468
Female,47,2850
Female,47,1145
Female,47,1468
Female,47,1242
Female,47,944
Female,47,572
Female,47,1484
Female,47,249
Female,47,945
Female,47,502
Female,47,515
Female,47,570
Female,47,1203
Female,47,487
Female,48,37145
Female,48,430
Female,48,3737
Female,48,1623
Female,48,2696
Female,48,2159
Female,48,1949
Female,48,765
Female,48,703
Female,48,319
Female,48,1052
Female,48,1734
Female,48,608
Female,48,736
Female,48,1154
Female,48,1225
Female,48,962
Female,48,1417
Female,48,2756
Female,48,1090
Female,48,1448
Female,48,1225
Female,48,913
Female,48,555
Female,48,1484
Female,48,256
Female,48,958
Female,48,484
Female,48,479
Female,48,599
Female,48,1203
Female,48,426
Female,49,37081
Female,49,493
Female,49,3703
Female,49,1604
Female,49,2585
Female,49,2123
Female,49,1993
Female,49,798
Female,49,658
Female,49,322
Female,49,1059
Female,49,1699
Female,49,573
Female,49,657
Female,49,1229
Female,49,1215
Female,49,982
Female,49,1376
Female,49,2769
Female,49,1184
Female,49,1449
Female,49,1263
Female,49,917
Female,49,529
Female,49,1504
Female,49,254
Female,49,967
Female,49,455
Female,49,533
Female,49,538
Female,49,1210
Female,49,440
Female,50,36199
Female,50,454
Female,50,3721
Female,50,1607
Female,50,2470
Female,50,1969
Female,50,1867
Female,50,777
Female,50,647
Female,50,312
Female,50,1043
Female,50,1710
Female,50,589
Female,50,656
Female,50,1244
Female,50,1179
Female,50,1033
Female,50,1470
Female,50,2655
Female,50,1097
Female,50,1371
Female,50,1174
Female,50,885
Female,50,506
Female,50,1434
Female,50,240
Female,50,922
Female,50,502
Female,50,487
Female,50,556
Female,50,1204
Female,50,418
Female,51,35025
Female,51,436
Female,51,3584
Female,51,1513
Female,51,2314
Female,51,1940
Female,51,1718
Female,51,738
Female,51,634
Female,51,330
Female,51,1003
Female,51,1595
Female,51,593
Female,51,667
Female,51,1160
Female,51,1165
Female,51,911
Female,51,1388
Female,51,2582
Female,51,1075
Female,51,1390
Female,51,1177
Female,51,909
Female,51,499
Female,51,1439
Female,51,260
Female,51,933
Female,51,461
Female,51,440
Female,51,580
Female,51,1172
Female,51,419
Female,52,34414
Female,52,403
Female,52,3663
Female,52,1524
Female,52,2147
Female,52,1843
Female,52,1676
Female,52,667
Female,52,612
Female,52,305
Female,52,991
Female,52,1510
Female,52,545
Female,52,656
Female,52,1156
Female,52,1150
Female,52,976
Female,52,1392
Female,52,2516
Female,52,1158
Female,52,1381
Female,52,1129
Female,52,871
Female,52,452
Female,52,1369
Female,52,259
Female,52,996
Female,52,478
Female,52,479
Female,52,553
Female,52,1157
Female,52,400
Female,53,32204
Female,53,385
Female,53,3291
Female,53,1494
Female,53,2016
Female,53,1730
Female,53,1606
Female,53,719
Female,53,544
Female,53,304
Female,53,920
Female,53,1415
Female,53,521
Female,53,627
Female,53,1086
Female,53,1031
Female,53,870
Female,53,1262
